AccountName,LastName,FirstName,Email,Contact_ExternalId__c,Date,EventTimeStamp,Event,Logins,UniqueLogins,PageLoadTime,FileSize,Price,ContactName
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-3,-3,Survey Created,36,5,17,108,83,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-11,-11,Survey Triggered,46,4,24,190,37,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-3,-3,Survey Schedule Triggered,40,0,18,238,98,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,0,0,Success Snapshot Exported,19,3,0,264,56,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-4,-4,CTA Created,21,1,16,103,29,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-14,-14,CTA Updated,6,3,6,2,30,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-9,-9,Report Run,38,1,6,151,74,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-2,-2,Report Created,42,5,11,125,12,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-14,-14,SmartList Created,34,5,30,297,90,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-3,-3,EmailTemplate Created,16,2,1,285,99,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-7,-7,Outreach Created,43,4,27,244,77,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-9,-9,Outreach Triggered,6,0,25,232,5,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-4,-4,PDF Exported,45,3,9,280,42,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-14,-14,360 Page,9,3,20,64,46,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-12,-12,Rule Run,31,2,13,41,79,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-12,-12,Rule Schedule Run,36,0,16,132,22,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,0,0,OutReach Schedule Triggered,36,3,10,93,9,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-12,-12,File Uploaded,14,5,0,225,95,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-13,-13,File Downloaded,43,4,21,276,34,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-14,-14,CTA Created,42,5,7,181,54,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-3,-3,CTA Updated,50,1,17,189,0,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,0,0,Survey Created,4,1,5,278,39,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-12,-12,Survey Triggered,12,2,29,228,55,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-10,-10,Survey Schedule Triggered,16,3,13,3,80,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-10,-10,Success Snapshot Exported,26,4,1,51,3,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,0,0,CTA Created,18,3,8,215,12,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,0,0,CTA Updated,18,2,0,167,25,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-12,-12,Report Run,44,3,6,67,54,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-13,-13,Report Created,2,0,10,219,2,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-5,-5,SmartList Created,10,4,4,11,30,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-2,-2,EmailTemplate Created,9,0,10,295,4,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-9,-9,Outreach Created,4,2,21,109,45,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-12,-12,Outreach Triggered,46,3,21,129,12,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-3,-3,PDF Exported,4,1,27,18,98,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-12,-12,360 Page,10,4,26,151,100,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-2,-2,Rule Run,4,3,29,45,34,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-9,-9,Rule Schedule Run,27,5,29,76,91,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-3,-3,OutReach Schedule Triggered,31,5,11,7,45,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-11,-11,File Uploaded,10,0,21,254,43,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-3,-3,File Downloaded,0,0,23,121,23,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-1,-1,CTA Created,1,5,17,279,86,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-4,-4,CTA Updated,34,4,3,68,49,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-13,-13,Survey Created,20,1,5,191,87,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-11,-11,Survey Triggered,42,3,0,180,68,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,0,0,Survey Schedule Triggered,39,5,22,280,61,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-1,-1,Success Snapshot Exported,0,0,16,190,53,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-14,-14,CTA Created,27,3,8,261,74,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-10,-10,CTA Updated,20,3,13,112,28,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,0,0,Report Run,15,4,22,40,64,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-2,-2,Report Created,2,1,11,36,72,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-5,-5,SmartList Created,12,3,28,29,27,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-8,-8,EmailTemplate Created,18,3,26,253,60,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-14,-14,Outreach Created,19,2,1,124,19,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-5,-5,Outreach Triggered,41,2,1,153,91,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-13,-13,PDF Exported,47,2,30,38,98,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-12,-12,360 Page,19,3,2,233,55,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-13,-13,Rule Run,32,4,17,264,18,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-8,-8,Rule Schedule Run,32,3,12,173,91,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-8,-8,OutReach Schedule Triggered,48,3,2,178,11,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-7,-7,File Uploaded,7,0,25,138,53,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-3,-3,File Downloaded,30,5,1,162,61,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-1,-1,CTA Created,27,2,21,138,86,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-3,-3,CTA Updated,23,3,11,281,61,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-10,-10,Survey Created,18,2,23,42,15,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-2,-2,Survey Triggered,41,2,0,249,17,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-9,-9,Survey Schedule Triggered,45,3,16,116,7,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-14,-14,Success Snapshot Exported,0,1,8,294,29,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-12,-12,CTA Created,40,2,7,218,45,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-8,-8,CTA Updated,39,0,13,88,35,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-3,-3,Report Run,49,1,21,141,48,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-1,-1,Report Created,27,5,16,173,13,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-5,-5,SmartList Created,12,1,14,237,75,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-11,-11,EmailTemplate Created,44,1,30,140,16,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-9,-9,Outreach Created,29,2,14,177,26,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-10,-10,Outreach Triggered,4,4,18,217,22,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-8,-8,PDF Exported,38,1,10,43,1,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-1,-1,360 Page,0,5,29,97,55,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-9,-9,Rule Run,49,2,7,209,75,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-14,-14,Rule Schedule Run,21,0,8,116,42,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,0,0,OutReach Schedule Triggered,8,2,17,75,40,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,0,0,File Uploaded,37,2,13,257,85,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-1,-1,File Downloaded,21,0,10,54,72,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-7,-7,CTA Created,26,4,15,83,74,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-2,-2,CTA Updated,44,4,21,87,48,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-4,-4,Survey Created,22,2,30,28,45,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-9,-9,Survey Triggered,20,5,26,200,71,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-12,-12,Survey Schedule Triggered,42,4,8,150,86,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-4,-4,Success Snapshot Exported,33,4,17,33,12,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-13,-13,CTA Created,34,5,16,65,77,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-10,-10,CTA Updated,9,2,29,181,67,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-10,-10,Report Run,36,4,7,276,91,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-14,-14,Report Created,27,4,29,278,68,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-2,-2,SmartList Created,43,3,6,241,63,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,0,0,EmailTemplate Created,5,2,8,147,18,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-1,-1,Outreach Created,26,5,30,176,5,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-2,-2,Outreach Triggered,26,5,20,39,0,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-3,-3,PDF Exported,2,1,1,219,90,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-1,-1,360 Page,25,3,12,238,97,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-7,-7,Rule Run,1,4,11,90,60,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-7,-7,Rule Schedule Run,40,5,9,47,97,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-14,-14,OutReach Schedule Triggered,41,0,1,212,44,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-5,-5,File Uploaded,6,4,3,188,69,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-10,-10,File Downloaded,38,3,29,274,100,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-14,-14,CTA Created,34,3,27,122,44,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-5,-5,CTA Updated,7,4,23,167,94,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-12,-12,Survey Created,16,3,6,219,32,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-8,-8,Survey Triggered,25,0,18,102,4,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-12,-12,Survey Schedule Triggered,8,3,7,145,45,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-10,-10,Success Snapshot Exported,40,4,2,185,94,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-7,-7,CTA Created,28,5,7,277,72,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-10,-10,CTA Updated,34,3,3,73,99,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-13,-13,Report Run,15,3,2,80,37,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-9,-9,Report Created,46,1,7,101,25,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-13,-13,SmartList Created,38,1,6,221,4,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-4,-4,EmailTemplate Created,0,5,4,285,74,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-14,-14,Outreach Created,48,3,4,26,13,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-6,-6,Outreach Triggered,14,0,30,265,61,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-10,-10,PDF Exported,0,5,11,40,38,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-14,-14,360 Page,6,0,3,214,51,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-3,-3,Rule Run,42,4,24,108,57,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-13,-13,Rule Schedule Run,24,5,20,185,43,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-9,-9,OutReach Schedule Triggered,21,1,15,74,19,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-7,-7,File Uploaded,28,3,18,263,99,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-6,-6,File Downloaded,8,1,29,229,52,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-3,-3,CTA Created,12,5,14,112,88,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-9,-9,CTA Updated,7,1,13,139,49,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-7,-7,Survey Created,46,3,9,263,17,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-8,-8,Survey Triggered,33,4,29,25,76,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-11,-11,Survey Schedule Triggered,14,5,28,30,73,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-9,-9,Success Snapshot Exported,50,2,5,5,69,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-7,-7,CTA Created,23,3,7,204,5,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,0,0,CTA Updated,12,5,20,219,100,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-2,-2,Report Run,17,5,2,59,62,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-14,-14,Report Created,29,2,30,63,82,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-13,-13,SmartList Created,43,4,14,266,93,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-12,-12,EmailTemplate Created,44,5,9,196,58,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-2,-2,Outreach Created,25,2,5,68,40,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-9,-9,Outreach Triggered,43,1,22,202,45,Prashanthi  Abberley  Mendu
