JBCXM__PARTICIPANT__R.SURPART_EXTERNALID__C,JBCXM__ANSWERTEXT__C,JBCXM__ANSWER__R.SURALLOWANS_EXTERNALID__C,JBCXM__QUESTION__R.SURQUES_EXTERNALID__C,JBCXM__RANKTEXT__C,JBCXM__RANK__C,JBCXM__SUBMISSIONTIME__C,JBCXM__SURVEYMASTER__R.SURMASTER_EXTERNALID__C,SURUSERANS_EXTERNALID__C
BillMiller@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio6
BillMiller@googly.comICM Corp,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_Comment3_ans1Customer Retention_Comment3
BillMiller@googly.comICM Corp,,Customer Retention_SingleSelect4Probably will_ans2,Customer Retention_SingleSelect4,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_SingleSelect4Probably will_ans2Customer Retention_SingleSelect4
BillMiller@googly.comICM Corp,,Customer Retention_Radio6Yes_ans1,Customer Retention_Radio6,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_Radio6Yes_ans1Customer Retention_Radio6
BillMiller@googly.comICM Corp,,Customer Retention_MultiSelect7Quickly identify the problem_ans1,Customer Retention_MultiSelect7,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_MultiSelect7Quickly identify the problem_ans1Customer Retention_MultiSelect7
BillMiller@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_Text8_ans1Customer Retention_Text8
BillMiller@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_Text9_ans1Customer Retention_Text9
BellaHamill@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio2,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio2
BellaHamill@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio3,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio3
BellaHamill@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio4,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio4
BrandonConsidine@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Sales_ans1,Customer Retention_Ranking11,1,1,1,Customer Retention,BrandonConsidine@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Sales_ans1Customer Retention_Ranking11
BrandonConsidine@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Pre-Sales_ans2,Customer Retention_Ranking11,2,2,1,Customer Retention,BrandonConsidine@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Pre-Sales_ans2Customer Retention_Ranking11
BrandonConsidine@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Services_ans3,Customer Retention_Ranking11,3,3,1,Customer Retention,BrandonConsidine@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Services_ans3Customer Retention_Ranking11
BrandonConsidine@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Customer Service Desk_ans4,Customer Retention_Ranking11,4,4,1,Customer Retention,BrandonConsidine@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Customer Service Desk_ans4Customer Retention_Ranking11
BrandonConsidine@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12PlacePunch_ans5,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,1,Customer Retention,BrandonConsidine@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12PlacePunch_ans5Customer Retention_MatrixMultipleAnswers12_Checkbox1
BrandonConsidine@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12Marketing Automation_ans3,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,1,Customer Retention,BrandonConsidine@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12Marketing Automation_ans3Customer Retention_MatrixMultipleAnswers12_Checkbox2
BrandonConsidine@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_NPS132_ans3,Customer Retention_NPS13,,,1,Customer Retention,BrandonConsidine@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS132_ans3Customer Retention_NPS13
BrandonConsidine@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,1,Customer Retention,BrandonConsidine@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS13
BellaHamill@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio5,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio5
BellaHamill@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio6
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio1Never_ans5,Customer Retention_Radio1,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio1Never_ans5Customer Retention_Radio1
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio1,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio1
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio2,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio2
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio3,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio3
BillMiller@googly.comICM Corp,,Customer Retention_Checkbox10All Services are very good_ans5,Customer Retention_Checkbox10,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_Checkbox10All Services are very good_ans5Customer Retention_Checkbox10
BillMiller@googly.comICM Corp,,Customer Retention_Ranking11Sales_ans1,Customer Retention_Ranking11,1,1,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_Ranking11Sales_ans1Customer Retention_Ranking11
BillMiller@googly.comICM Corp,,Customer Retention_Ranking11Pre-Sales_ans2,Customer Retention_Ranking11,2,2,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_Ranking11Pre-Sales_ans2Customer Retention_Ranking11
BillMiller@googly.comICM Corp,,Customer Retention_Ranking11Services_ans3,Customer Retention_Ranking11,3,3,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_Ranking11Services_ans3Customer Retention_Ranking11
BillMiller@googly.comICM Corp,,Customer Retention_Ranking11Customer Service Desk_ans4,Customer Retention_Ranking11,4,4,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_Ranking11Customer Service Desk_ans4Customer Retention_Ranking11
BillMiller@googly.comICM Corp,,Customer Retention_MatrixMultipleAnswers12Mobile Marketing_ans4,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_MatrixMultipleAnswers12Mobile Marketing_ans4Customer Retention_MatrixMultipleAnswers12_Checkbox1
BellaHamill@googly.comICM Corp,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_Comment3_ans1Customer Retention_Comment3
BellaHamill@googly.comICM Corp,,Customer Retention_SingleSelect4Might or might not_ans3,Customer Retention_SingleSelect4,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_SingleSelect4Might or might not_ans3Customer Retention_SingleSelect4
BellaHamill@googly.comICM Corp,,Customer Retention_Radio6Yes_ans1,Customer Retention_Radio6,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_Radio6Yes_ans1Customer Retention_Radio6
BellaHamill@googly.comICM Corp,,Customer Retention_MultiSelect7Help you understand the cause and the solution to the problem_ans3,Customer Retention_MultiSelect7,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_MultiSelect7Help you understand the cause and the solution to the problem_ans3Customer Retention_MultiSelect7
BellaHamill@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_Text8_ans1Customer Retention_Text8
BellaHamill@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_Text9_ans1Customer Retention_Text9
BellaHamill@googly.comICM Corp,,Customer Retention_Checkbox10Sales_ans1,Customer Retention_Checkbox10,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_Checkbox10Sales_ans1Customer Retention_Checkbox10
BillMiller@googly.comICM Corp,,Customer Retention_MatrixMultipleAnswers12CoreMotives_ans1,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_MatrixMultipleAnswers12CoreMotives_ans1Customer Retention_MatrixMultipleAnswers12_Checkbox2
BillMiller@googly.comICM Corp,,Customer Retention_NPS132_ans3,Customer Retention_NPS13,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_NPS132_ans3Customer Retention_NPS13
BillMiller@googly.comICM Corp,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,1,Customer Retention,BillMiller@googly.comICM CorpCustomer Retention_NPS13
BellaHamill@googly.comICM Corp,,Customer Retention_Radio1Never_ans5,Customer Retention_Radio1,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_Radio1Never_ans5Customer Retention_Radio1
BellaHamill@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio1,,,1,Customer Retention,BellaHamill@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio1
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_SingleSelect4Probably will not_ans4,Customer Retention_SingleSelect4,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_SingleSelect4Probably will not_ans4Customer Retention_SingleSelect4
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio6Yes_ans1,Customer Retention_Radio6,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio6Yes_ans1Customer Retention_Radio6
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MultiSelect7Handle issues with courtesy and professionalism_ans4,Customer Retention_MultiSelect7,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MultiSelect7Handle issues with courtesy and professionalism_ans4Customer Retention_MultiSelect7
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text8_ans1Customer Retention_Text8
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text9_ans1Customer Retention_Text9
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox10Customer Service Desk_ans4,Customer Retention_Checkbox10,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox10Customer Service Desk_ans4Customer Retention_Checkbox10
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio4,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio4
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio5,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio5
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio6
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Comment3_ans1Customer Retention_Comment3
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_Radio1Daily_ans1,Customer Retention_Radio1,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Radio1Daily_ans1Customer Retention_Radio1
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio1,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio1
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Delightfully_ans4,Customer Retention_MatrixSingleAnswer2_Radio3,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Delightfully_ans4Customer Retention_MatrixSingleAnswer2_Radio3
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio4,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio4
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio5,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio5
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio6
BeaulahKautzerSr.@googly.comICM Corp,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Comment3_ans1Customer Retention_Comment3
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio2,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio2
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_SingleSelect4Definitely will_ans1,Customer Retention_SingleSelect4,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_SingleSelect4Definitely will_ans1Customer Retention_SingleSelect4
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_Checkbox5Weekends_ans2,Customer Retention_Checkbox5,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Checkbox5Weekends_ans2Customer Retention_Checkbox5
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_Radio6Yes_ans1,Customer Retention_Radio6,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Radio6Yes_ans1Customer Retention_Radio6
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_MultiSelect7Appear knowledgeable and competent_ans2,Customer Retention_MultiSelect7,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_MultiSelect7Appear knowledgeable and competent_ans2Customer Retention_MultiSelect7
BeaulahKautzerSr.@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Text8_ans1Customer Retention_Text8
BeaulahKautzerSr.@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Text9_ans1Customer Retention_Text9
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_Checkbox10Sales_ans1,Customer Retention_Checkbox10,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Checkbox10Sales_ans1Customer Retention_Checkbox10
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_Ranking11Sales_ans1,Customer Retention_Ranking11,1,1,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Ranking11Sales_ans1Customer Retention_Ranking11
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_Ranking11Pre-Sales_ans2,Customer Retention_Ranking11,2,2,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Ranking11Pre-Sales_ans2Customer Retention_Ranking11
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_Ranking11Services_ans3,Customer Retention_Ranking11,3,3,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Ranking11Services_ans3Customer Retention_Ranking11
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_Ranking11Customer Service Desk_ans4,Customer Retention_Ranking11,4,4,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_Ranking11Customer Service Desk_ans4Customer Retention_Ranking11
BeaulahKautzerSr.@googly.comICM Corp,,Customer Retention_MatrixMultipleAnswers12Marketing Automation_ans3,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,1,Customer Retention,BeaulahKautzerSr.@googly.comICM CorpCustomer Retention_MatrixMultipleAnswers12Marketing Automation_ans3Customer Retention_MatrixMultipleAnswers12_Checkbox1
BettieMcClure@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BettieMcClure@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio6
BettieMcClure@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,1,Customer Retention,BettieMcClure@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Comment3_ans1Customer Retention_Comment3
BettieMcClure@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_SingleSelect4Definitely will_ans1,Customer Retention_SingleSelect4,,,1,Customer Retention,BettieMcClure@gainsight.comCadbury Beverages Div CadburyCustomer Retention_SingleSelect4Definitely will_ans1Customer Retention_SingleSelect4
BettieMcClure@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox5Weekdays_ans1,Customer Retention_Checkbox5,,,1,Customer Retention,BettieMcClure@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox5Weekdays_ans1Customer Retention_Checkbox5
BettieMcClure@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio6Yes_ans1,Customer Retention_Radio6,,,1,Customer Retention,BettieMcClure@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio6Yes_ans1Customer Retention_Radio6
BettieMcClure@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MultiSelect7Quickly identify the problem_ans1,Customer Retention_MultiSelect7,,,1,Customer Retention,BettieMcClure@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MultiSelect7Quickly identify the problem_ans1Customer Retention_MultiSelect7
BettieMcClure@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BettieMcClure@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text8_ans1Customer Retention_Text8
BettieMcClure@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BettieMcClure@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text9_ans1Customer Retention_Text9
BettieMcClure@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox10Customer Service Desk_ans4,Customer Retention_Checkbox10,,,1,Customer Retention,BettieMcClure@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox10Customer Service Desk_ans4Customer Retention_Checkbox10
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Sales_ans1,Customer Retention_Ranking11,1,1,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Sales_ans1Customer Retention_Ranking11
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Pre-Sales_ans2,Customer Retention_Ranking11,2,2,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Pre-Sales_ans2Customer Retention_Ranking11
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Services_ans3,Customer Retention_Ranking11,3,3,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Services_ans3Customer Retention_Ranking11
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Customer Service Desk_ans4,Customer Retention_Ranking11,4,4,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Customer Service Desk_ans4Customer Retention_Ranking11
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12Mobile Marketing_ans4,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12Mobile Marketing_ans4Customer Retention_MatrixMultipleAnswers12_Checkbox1
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12CoreMotives_ans1,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12CoreMotives_ans1Customer Retention_MatrixMultipleAnswers12_Checkbox2
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_NPS139_ans10,Customer Retention_NPS13,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS139_ans10Customer Retention_NPS13
BernhardAbshire@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,1,Customer Retention,BernhardAbshire@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS13
