AccountName,LastName,FirstName,Email,Contact_ExternalId__c
Lafferty RF & Co Inc,Lafferty  Mendu,Prashanthi,laffertymendu@automation.gainsighttest.com,0031a000002kj1rAAA
Lafferty RF & Co Inc,Lafferty  Avinash,Pulimi,laffertyavinash@automation.gainsighttest.com,0031a000002kj1sAAA
Lafferty RF & Co Inc,Lafferty  Kuditipudi,Raja,laffertykuditipudi@automation.gainsighttest.com,0031a000002kj1tAAA
Lafferty RF & Co Inc,Lafferty  Yaddanapalli,Rajesh,laffertyyaddanapalli@automation.gainsighttest.com,0031a000002kj1uAAA
Lafferty RF & Co Inc,Lafferty  Bankuru,Ramesh,laffertybankuru@automation.gainsighttest.com,0031a000002kj1vAAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Gurram,Ranjith Kumar,o-cel-ogurram@automation.gainsighttest.com,0031a000002kj1wAAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Ravela,Renetha,o-cel-oravela@automation.gainsighttest.com,0031a000002kj1xAAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Dugar,Sandeep,o-cel-odugar@automation.gainsighttest.com,0031a000002kj1yAAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Dontharaju,Sandy,o-cel-odontharaju@automation.gainsighttest.com,0031a000002kj1zAAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Thounajam,Santa,o-cel-othounajam@automation.gainsighttest.com,0031a000002kj20AAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Chikoti,Santosh,o-cel-ochikoti@automation.gainsighttest.com,0031a000002kj21AAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Gutha,Siddhartha,o-cel-ogutha@automation.gainsighttest.com,0031a000002kj22AAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Nasika,Siva Prasad,o-cel-onasika@automation.gainsighttest.com,0031a000002kj23AAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Jha,Sneha,o-cel-ojha@automation.gainsighttest.com,0031a000002kj24AAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Rallapalli,Sri Vidya,o-cel-orallapalli@automation.gainsighttest.com,0031a000002kj25AAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Pulagam,Srinivas,o-cel-opulagam@automation.gainsighttest.com,0031a000002kj26AAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Padmanabhan,Sunand,o-cel-opadmanabhan@automation.gainsighttest.com,0031a000002kj27AAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Agrawal,Swatantra ,o-cel-oagrawal@automation.gainsighttest.com,0031a000002kj28AAA
O-Cel-O Div General Mills Inc.,O-Cel-O  Parava,Swetha,o-cel-oparava@automation.gainsighttest.com,0031a000002kj29AAA
Fedder RP Corp,Fedder  Gali,Ugesh,feddergali@automation.gainsighttest.com,0031a000002kj2AAAQ
Fedder RP Corp,Fedder  Thumalapalli,Ramanjaneya Kumar ,fedderthumalapalli@automation.gainsighttest.com,0031a000002kj2BAAQ
Fedder RP Corp,Fedder  Sundaresan,Vellaichamy,feddersundaresan@automation.gainsighttest.com,0031a000002kj2CAAQ
Fedder RP Corp,Fedder  Gayam,Santosh Reddy,feddergayam@automation.gainsighttest.com,0031a000002kj2DAAQ
Fedder RP Corp,Fedder  Pucchakayala,Raj Kiran,fedderpucchakayala@automation.gainsighttest.com,0031a000002kj2EAAQ
Fedder RP Corp,Fedder  Gunasekaran,Suresh,feddergunasekaran@automation.gainsighttest.com,0031a000002kj2FAAQ
Fedder RP Corp,Fedder  Pulluri,Sai Ram,fedderpulluri@automation.gainsighttest.com,0031a000002kj2GAAQ
Fedder RP Corp,Fedder  Burle,Ganesh,fedderburle@automation.gainsighttest.com,0031a000002kj2HAAQ
Fedder RP Corp,Fedder  Kamsali,Bindhu Madhavi ,fedderkamsali@automation.gainsighttest.com,0031a000002kj2IAAQ
Fedder RP Corp,Fedder  Kalisipudi,Ramya,fedderkalisipudi@automation.gainsighttest.com,0031a000002kj2JAAQ
Fedder RP Corp,Fedder  Kumar,Sandeep Kumar,fedderkumar@automation.gainsighttest.com,0031a000002kj2KAAQ
Ferrara Foods & Confections,Ferrara  Ithapu,Naveen Ithapu,ferraraithapu@automation.gainsighttest.com,0031a000002kj2LAAQ
Ferrara Foods & Confections,Ferrara  Maaz,Ahmed Jamal,ferraramaaz@automation.gainsighttest.com,0031a000002kj2MAAQ
Ferrara Foods & Confections,Ferrara  Kotagiri,Akhila,ferrarakotagiri@automation.gainsighttest.com,0031a000002kj2NAAQ
Ferrara Foods & Confections,Ferrara  Jain,Ankit,ferrarajain@automation.gainsighttest.com,0031a000002kj2OAAQ
Ferrara Foods & Confections,Ferrara  Khan,Azharuddin,ferrarakhan@automation.gainsighttest.com,0031a000002kj2PAAQ
Ferrara Foods & Confections,Ferrara  Tiwary,Chandramani,ferraratiwary@automation.gainsighttest.com,0031a000002kj2QAAQ
Ferrara Foods & Confections,Ferrara  Baig,Farhatulla Mirza,ferrarabaig@automation.gainsighttest.com,0031a000002kj2RAAQ
Ferrara Foods & Confections,Ferrara  Vivek,Ganesan,ferraravivek@automation.gainsighttest.com,0031a000002kj2SAAQ
Ferrara Foods & Confections,Ferrara  Naik,Gayathri,ferraranaik@automation.gainsighttest.com,0031a000002kj2TAAQ
Ferrara Foods & Confections,Ferrara  Golla,Giri Babu,ferraragolla@automation.gainsighttest.com,0031a000002kj2UAAQ
Ferrara Foods & Confections,Ferrara  Kommasani,Govardhan,ferrarakommasani@automation.gainsighttest.com,0031a000002kj2VAAQ
Ferrara Foods & Confections,Ferrara  Vadlamudi,Hari babu,ferraravadlamudi@automation.gainsighttest.com,0031a000002kj2WAAQ
Ferrara Foods & Confections,Ferrara  Siripurapu,Jagadeesh,ferrarasiripurapu@automation.gainsighttest.com,0031a000002kj2XAAQ
Ferrara Foods & Confections,Ferrara  Vunnam,Jaya Prakash,ferraravunnam@automation.gainsighttest.com,0031a000002kj2YAAQ
Ferrara Foods & Confections,Ferrara  Gubbala,Kiran Kumar,ferraragubbala@automation.gainsighttest.com,0031a000002kj2ZAAQ
Ferrara Foods & Confections,Ferrara  Sarangam,Krishna Sekhar,ferrarasarangam@automation.gainsighttest.com,0031a000002kj2aAAA
Ferrara Foods & Confections,Ferrara  Kilari,Murali Krishna,ferrarakilari@automation.gainsighttest.com,0031a000002kj2bAAA
Ferrara Foods & Confections,Ferrara  Kavali,Murthy,ferrarakavali@automation.gainsighttest.com,0031a000002kj2cAAA
Ferrara Foods & Confections,Ferrara  Sumesh,Narayanan,ferrarasumesh@automation.gainsighttest.com,0031a000002kj2dAAA
Ferrara Foods & Confections,Ferrara  Dalal,Pawel,ferraradalal@automation.gainsighttest.com,0031a000002kj2eAAA
