JBCXM__PARTICIPANT__R.SURPART_EXTERNALID__C,JBCXM__ANSWERTEXT__C,JBCXM__ANSWER__R.SURALLOWANS_EXTERNALID__C,JBCXM__QUESTION__R.SURQUES_EXTERNALID__C,JBCXM__RANKTEXT__C,JBCXM__RANK__C,JBCXM__SUBMISSIONTIME__C,JBCXM__SURVEYMASTER__R.SURMASTER_EXTERNALID__C,SURUSERANS_EXTERNALID__C
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans3,Customer Retention_Ranking11,2,2,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans3
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox10_ans2,Customer Retention_Checkbox10,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox10_ans2
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans2,Customer Retention_Ranking11,3,3,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans2
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans4,Customer Retention_Ranking11,4,4,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans4
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans1,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans1
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans2,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans2
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,sfsd,Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Comment3_ans1
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_SingleSelect4_ans3,Customer Retention_SingleSelect4,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_SingleSelect4_ans3
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio6_ans1,Customer Retention_Radio6,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio6_ans1
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans3,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans3
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MultiSelect7_ans3,Customer Retention_MultiSelect7,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MultiSelect7_ans3
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,sfds,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text8_ans1
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,sf,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text9_ans1
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio6_ans1,Customer Retention_Radio6,,,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio6_ans1
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_NPS13_ans5,Customer Retention_NPS13,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS13_ans5
BillieSpencer@gainsight.comCadbury Beverages Div Cadbury,dsf,,Customer Retention_NPS13,,,1,Customer Retention,BillieSpencer@gainsight.comCadbury Beverages Div Cadbury
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Comment3_ans1
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_SingleSelect4_ans4,Customer Retention_SingleSelect4,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_SingleSelect4_ans4
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio6_ans1,Customer Retention_Radio6,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio6_ans1
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MultiSelect7_ans1,Customer Retention_MultiSelect7,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MultiSelect7_ans1
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text8_ans1
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text9_ans1
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox10_ans4,Customer Retention_Checkbox10,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox10_ans4
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans1,Customer Retention_Ranking11,1,1,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans1
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans2,Customer Retention_Ranking11,2,2,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans2
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans3,Customer Retention_Ranking11,3,3,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans3
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans4,Customer Retention_Ranking11,4,4,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans4
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans3,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans3
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans1,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans1
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_NPS13_ans8,Customer Retention_NPS13,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS13_ans8
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div Cadbury
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio1_ans4,Customer Retention_Radio1,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio1_ans4
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans4,Customer Retention_MatrixSingleAnswer2_Radio1,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans4
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans3,Customer Retention_MatrixSingleAnswer2_Radio2,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans3
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans1,Customer Retention_MatrixSingleAnswer2_Radio3,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans1
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans4,Customer Retention_MatrixSingleAnswer2_Radio4,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans4
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans2,Customer Retention_MatrixSingleAnswer2_Radio5,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans2
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans1,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans1
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Comment3_ans1
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_SingleSelect4_ans3,Customer Retention_SingleSelect4,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_SingleSelect4_ans3
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio6_ans2,Customer Retention_Radio6,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio6_ans2
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MultiSelect7_ans2,Customer Retention_MultiSelect7,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MultiSelect7_ans2
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text8_ans1
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text9_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio1_ans1,Customer Retention_Radio1,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio1_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans2,Customer Retention_MatrixSingleAnswer2_Radio1,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans2
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans3,Customer Retention_MatrixSingleAnswer2_Radio2,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans3
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans2,Customer Retention_MatrixSingleAnswer2_Radio3,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans2
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans1,Customer Retention_MatrixSingleAnswer2_Radio4,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans1,Customer Retention_MatrixSingleAnswer2_Radio5,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans1,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Comment3_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_SingleSelect4_ans5,Customer Retention_SingleSelect4,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_SingleSelect4_ans5
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox10_ans1,Customer Retention_Checkbox10,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox10_ans1
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans1,Customer Retention_Ranking11,1,1,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans1
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans2,Customer Retention_Ranking11,2,2,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans2
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans3,Customer Retention_Ranking11,3,3,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans3
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans4,Customer Retention_Ranking11,4,4,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans4
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans4,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans4
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans1,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans1
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_NPS13_ans3,Customer Retention_NPS13,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS13_ans3
BrandiMills@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,1,Customer Retention,BrandiMills@gainsight.comCadbury Beverages Div Cadbury
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio6_ans1,Customer Retention_Radio6,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio6_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MultiSelect7_ans2,Customer Retention_MultiSelect7,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MultiSelect7_ans2
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text8_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text9_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox10_ans1,Customer Retention_Checkbox10,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox10_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans1,Customer Retention_Ranking11,1,1,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans2,Customer Retention_Ranking11,2,2,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans2
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans3,Customer Retention_Ranking11,3,3,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans3
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans4,Customer Retention_Ranking11,4,4,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans4
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans5,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans5
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans3,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans3
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_NPS13_ans1,Customer Retention_NPS13,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS13_ans1
BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,1,Customer Retention,BlazeNitzsche@gainsight.comCadbury Beverages Div Cadbury
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio1_ans5,Customer Retention_Radio1,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio1_ans5
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans4,Customer Retention_MatrixSingleAnswer2_Radio1,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans4
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans2,Customer Retention_MatrixSingleAnswer2_Radio2,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans2
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans1,Customer Retention_MatrixSingleAnswer2_Radio3,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans1
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans3,Customer Retention_MatrixSingleAnswer2_Radio4,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans3
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans1,Customer Retention_MatrixSingleAnswer2_Radio5,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans1
BennettWisozk@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2_ans3,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BennettWisozk@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2_ans3
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MultiSelect7_ans3,Customer Retention_MultiSelect7,,,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MultiSelect7_ans3
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text8_ans1
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text9_ans1
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox10_ans4,Customer Retention_Checkbox10,,,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox10_ans4
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans1,Customer Retention_Ranking11,1,1,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans1
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans2,Customer Retention_Ranking11,2,2,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans2
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans3,Customer Retention_Ranking11,3,3,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans3
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11_ans4,Customer Retention_Ranking11,4,4,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11_ans4
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans1,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans1
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12_ans2,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12_ans2
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_NPS13_ans2,Customer Retention_NPS13,,,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS13_ans2
BlazeNader@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,1,Customer Retention,BlazeNader@gainsight.comCadbury Beverages Div Cadbury
BaileeTrompII@googly.comICM Corp,,Customer Retention_Radio1_ans4,Customer Retention_Radio1,,,1,Customer Retention,BaileeTrompII@googly.comICM CorpCustomer Retention_Radio1_ans4
BaileeTrompII@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2_ans1,Customer Retention_MatrixSingleAnswer2_Radio1,,,1,Customer Retention,BaileeTrompII@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2_ans1
BaileeTrompII@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2_ans3,Customer Retention_MatrixSingleAnswer2_Radio2,,,1,Customer Retention,BaileeTrompII@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2_ans3
BaileeTrompII@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2_ans4,Customer Retention_MatrixSingleAnswer2_Radio3,,,1,Customer Retention,BaileeTrompII@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2_ans4
BaileeTrompII@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2_ans2,Customer Retention_MatrixSingleAnswer2_Radio4,,,1,Customer Retention,BaileeTrompII@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2_ans2
BaileeTrompII@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2_ans2,Customer Retention_MatrixSingleAnswer2_Radio5,,,1,Customer Retention,BaileeTrompII@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2_ans2
BaileeTrompII@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2_ans4,Customer Retention_MatrixSingleAnswer2_Radio6,,,1,Customer Retention,BaileeTrompII@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2_ans4
